Order ID,Customer ID,Date,Time (Hr/Min),Customer Age Range,Gender,Product Type,Product Category,Product Name,Quantity,Unit Price,Tax Amount,Unit Cost,Cost,Shipping Method,Shipping Cost,Total Sales,Profit,Purchase Type,Channel,Country,City,Xmas Budget,Payment Method,Promotion Applied
ORD202108419,CUST6338287,21-11-2024,11:36,18 over,Female,Children,Technology,Kindle E-reader,1,159.69,4.79,55.29,55.29,Pickup,0,164.48,109.19,Xmas Market,In-store,United Kingdom,Liverpool,Low,Credit Card,No
ORD202108420,CUST3625298,16-12-2025,18:46,12 to 17,Female,Adult,Board Games,Chess Set,1,152.85,4.59,45.15,45.15,Standard,3.43,160.87,115.72,In-store,In-store,Poland,Innsbruck,High,Cash,Yes
ORD202108421,CUST7694441,08-05-2025,14:29,12 to 17,Male,Teen,Accessories,Portable Charger,1,29.47,0.74,9.21,9.21,Standard,5.85,36.06,26.85,Xmas Market,In-store,United Kingdom,Utrecht,High,Cash,No
ORD202108422,CUST6203565,29-07-2021,05:49,12 to 17,Female,Teen,Technology,Smartwatch Series 8,1,202.71,4.05,59.19,59.19,Standard,1.08,207.84,148.65,Xmas Market,In-store,Austria,Berlin,Medium,Cash,No
ORD202108423,CUST2135215,17-10-2021,16:46,1 to 11,Male,Children,Home,Robot Vacuum,1,252.97,6.32,98.35,98.35,Standard,6.31,265.6,167.25,Online,Online,Belgium,Manchester,High,Debit Card,No
ORD202108424,CUST2743837,14-03-2023,17:46,1 to 11,Female,Children,Accessories,VR Headset,1,312.48,7.81,85.29,85.29,Standard,4.36,324.65,239.36,Online,Online,Sweden,Munich,Medium,PayPal,No
ORD202108425,CUST2505569,31-10-2022,03:51,1 to 11,Male,Children,Kitchen Appliances,Dolce Gusto Coffee Machine,1,174.45,3.49,57.37,57.37,Pickup,0,177.94,120.57,Xmas Market,In-store,Portugal,London,Medium,Other,No
ORD202108426,CUST1433369,17-09-2021,04:45,12 to 17,Male,Adult,Technology,Kindle E-reader,1,139,3.48,46.44,46.44,Standard,1.68,144.16,97.72,Xmas Market,In-store,United Kingdom,Nice,Medium,Credit Card,Yes
ORD202108427,CUST3080394,11-06-2023,17:54,12 to 17,Male,Teen,Video Games,PlayStation 5 Game,1,150.17,3,44.73,44.73,Standard,3.72,156.89,112.16,Online,Online,Sweden,Marseille,Medium,PayPal,No
ORD202108428,CUST2776061,18-12-2022,23:43,18 over,Female,Teen,Toys,Barbie Doll,1,156.42,3.13,54.47,54.47,Express,5.21,164.76,110.29,In-store,In-store,Belgium,Malmo,Low,PayPal,No
ORD202108429,CUST7797293,16-11-2024,00:33,12 to 17,Male,Teen,Books,Gordon Ramsay Cookbook,1,155.66,4.67,60.06,60.06,Standard,2.08,162.41,102.35,Xmas Market,In-store,Austria,Munich,Medium,PayPal,No
ORD202108430,CUST2275373,03-11-2022,12:09,18 over,Male,Teen,Accessories,Ray-Ban Sunglasses,1,153.4,3.84,51.25,51.25,Express,14.66,171.9,120.65,Xmas Market,In-store,Austria,Amsterdam,Low,Other,No
ORD202108431,CUST8749751,30-05-2024,21:58,12 to 17,Female,Teen,Electronics,JBL Headphones,1,162.44,3.25,55.5,55.5,Express,6.17,171.86,116.36,Xmas Market,In-store,France,Manchester,Medium,Debit Card,No
ORD202108432,CUST9638875,21-08-2021,00:28,1 to 11,Female,Teen,Puzzles,Harry Potter Puzzle,1,161.32,4.03,63.05,63.05,Standard,1.95,167.3,104.25,Xmas Market,In-store,Poland,Lodz,Medium,Credit Card,Yes
ORD202108433,CUST1516215,22-03-2025,17:12,12 to 17,Female,Teen,Clothing,The North Face Jacket,1,153.41,3.07,53.17,53.17,Standard,1.42,157.9,104.73,In-store,In-store,Netherlands,Warsaw,High,Cash,No
ORD202108434,CUST1295190,18-07-2023,14:55,1 to 11,Female,Children,Accessories,Samsung Galaxy Case,1,158.21,3.16,47.89,47.89,Express,10.92,172.29,124.4,Online,Online,Belgium,Utrecht,High,PayPal,No
ORD202108435,CUST6376041,27-06-2022,22:43,18 over,Female,Adult,Toys,Barbie Doll,4,148.74,14.87,41.53,166.12,Pickup,0,609.83,443.71,Online,Online,Netherlands,Lyon,Medium,PayPal,No
ORD202108436,CUST5616336,20-03-2024,09:19,18 over,Female,Adult,Electronics,JBL Headphones,1,142.53,3.56,52.45,52.45,Standard,1.2,147.29,94.84,Xmas Market,In-store,Portugal,The Hague,Low,Debit Card,No
ORD202108437,CUST8056632,28-09-2024,09:46,12 to 17,Male,Teen,Clothing,Levi's Jeans,1,137.53,3.44,41.05,41.05,Standard,2.91,143.88,102.83,Xmas Market,In-store,Germany,Berlin,Medium,Cash,Yes
ORD202108438,CUST6332228,18-07-2023,06:09,1 to 11,Female,Children,Books,DC Comics Graphic Novel,1,142.74,3.57,48.8,48.8,Standard,5.14,151.45,102.65,Online,Online,Poland,Vienna,Low,Credit Card,No
ORD202108439,CUST8407148,10-05-2021,12:26,1 to 11,Male,Children,Technology,Smart Speaker,1,101.57,2.03,31.83,31.83,Pickup,0,103.6,71.77,In-store,In-store,Italy,Utrecht,High,PayPal,No
ORD202108440,CUST5538842,23-05-2022,13:22,12 to 17,Female,Teen,Wearable Tech,Fitbit Inspire,1,160.48,4.81,53.94,53.94,Express,8.91,174.2,120.26,In-store,In-store,Netherlands,Stockholm,Low,Cash,No
ORD202108441,CUST3731801,07-12-2025,17:52,12 to 17,Female,Adult,Electronics,JBL Headphones,2,146.3,8.78,43.83,87.66,Standard,5.66,307.04,219.38,In-store,In-store,Germany,Stockholm,Low,Credit Card,No
ORD202108442,CUST6504011,24-11-2022,04:16,18 over,Male,Teen,General,Fisher-Price Learning Toy,1,143.65,4.31,44.22,44.22,Standard,1.75,149.71,105.49,Xmas Market,In-store,Sweden,Manchester,High,Cash,No
ORD202108443,CUST2817725,17-12-2021,21:07,12 to 17,Male,Children,Books,DC Comics Graphic Novel,1,159.75,3.2,59.24,59.24,Pickup,0,162.95,103.71,Xmas Market,In-store,Austria,Innsbruck,Low,Cash,No
ORD202108444,CUST4845352,22-06-2024,09:16,18 over,Female,Teen,Home,Robot Vacuum,1,261.47,6.54,100.91,100.91,Standard,4.23,272.24,171.33,In-store,In-store,Poland,Nice,High,PayPal,No
ORD202108445,CUST8716272,15-10-2025,21:59,18 over,Male,Teen,Video Games,PlayStation 5 Game,1,143,4.29,44.83,44.83,Standard,5.55,152.84,108.01,Online,Online,Belgium,Innsbruck,Medium,Other,No
ORD202108446,CUST0817121,22-10-2022,03:54,12 to 17,Female,Children,Books,Gordon Ramsay Cookbook,1,157.09,3.14,52.5,52.5,Standard,2.55,162.78,110.28,Xmas Market,In-store,United Kingdom,Frankfurt,Low,PayPal,No
ORD202108447,CUST4046796,08-01-2025,20:10,12 to 17,Female,Teen,Accessories,VR Headset,1,290.98,7.27,110.12,110.12,Standard,3.86,302.11,191.99,Xmas Market,In-store,Poland,Salzburg,Medium,Cash,No
ORD202108448,CUST9153702,10-10-2024,06:24,12 to 17,Male,Teen,Puzzles,Harry Potter Puzzle,1,162.06,4.05,54.94,54.94,Express,10.27,176.38,121.44,Xmas Market,In-store,Sweden,Salzburg,Medium,Debit Card,No
ORD202108449,CUST0988262,01-10-2021,23:05,18 over,Female,Children,Technology,4K Streaming Stick,1,51.4,1.03,13.17,13.17,Standard,5.59,58.02,44.85,Xmas Market,In-store,Netherlands,Venice,Medium,Cash,No
ORD202108450,CUST7560564,20-04-2025,20:35,1 to 11,Male,Children,Kitchen Appliances,Dolce Gusto Coffee Machine,1,154.24,4.63,47.8,47.8,Standard,1.28,160.15,112.35,In-store,In-store,France,Munich,Medium,Other,No
ORD202108451,CUST3903888,07-12-2025,14:28,12 to 17,Female,Teen,Clothing,The North Face Jacket,1,151.75,4.55,48.18,48.18,Standard,2.58,158.88,110.7,Online,Online,Italy,Antwerp,High,Other,No
ORD202108452,CUST0727447,05-05-2024,10:35,18 over,Male,Adult,Clothing,Nike Running Shoes,1,144.86,3.62,43.2,43.2,Standard,3.99,152.47,109.27,Xmas Market,In-store,France,Rotterdam,High,Debit Card,No
ORD202108453,CUST2495716,24-05-2022,18:22,1 to 11,Female,Children,Accessories,Ray-Ban Sunglasses,1,159.58,4.79,59.15,59.15,Standard,4.58,168.95,109.8,Online,Online,France,The Hague,High,Credit Card,No
ORD202108454,CUST4683841,07-09-2025,22:25,12 to 17,Female,Teen,Puzzles,Harry Potter Puzzle,1,160.05,4,56.9,56.9,Standard,1.38,165.43,108.53,Online,Online,Belgium,Paris,Low,Other,No
ORD202108455,CUST7617439,31-12-2023,00:22,1 to 11,Male,Adult,Technology,Smart Speaker,1,90.83,2.72,29.64,29.64,Standard,1.62,95.17,65.53,Xmas Market,In-store,Austria,Munich,High,Debit Card,No
ORD202108456,CUST9000671,13-10-2021,06:26,18 over,Female,Adult,Technology,Smart Speaker,1,95.26,2.38,33.96,33.96,Standard,1.49,99.13,65.17,In-store,In-store,Sweden,Coimbra,Medium,PayPal,Yes
ORD202108457,CUST4083602,03-10-2025,07:07,12 to 17,Male,Teen,Home,Robot Vacuum,2,253.21,12.66,76.34,152.68,Standard,4.4,523.48,370.8,Xmas Market,In-store,United Kingdom,Frankfurt,Low,PayPal,No
ORD202108458,CUST6838687,09-10-2024,19:32,18 over,Male,Children,Books,Gordon Ramsay Cookbook,1,139.68,4.19,55.36,55.36,Express,14.34,158.21,102.85,Xmas Market,In-store,Austria,Paris,Low,PayPal,Yes
ORD202108459,CUST6227784,09-04-2025,19:12,18 over,Female,Adult,Technology,Kindle E-reader,1,154.37,3.09,60.12,60.12,Standard,6.22,163.68,103.56,Xmas Market,In-store,Belgium,The Hague,Medium,Credit Card,No
ORD202108460,CUST6644636,21-10-2025,23:58,1 to 11,Female,Adult,Video Games,PlayStation 5 Game,1,146.53,2.93,52.44,52.44,Standard,5.09,154.55,102.11,Online,Online,United Kingdom,Munich,Medium,Credit Card,No
ORD202108461,CUST4699856,24-01-2023,02:07,18 over,Male,Teen,Video Games,PlayStation 5 Game,1,154.4,4.63,47.49,47.49,Standard,6.21,165.24,117.75,Xmas Market,In-store,Netherlands,Nice,Medium,Debit Card,No
ORD202108462,CUST3290056,22-06-2022,23:28,1 to 11,Female,Children,Accessories,VR Headset,1,292.78,8.78,93.93,93.93,Standard,6.13,307.69,213.76,Online,Online,Austria,London,Low,PayPal,No
ORD202108463,CUST3027902,04-12-2023,03:15,18 over,Female,Children,General,Fisher-Price Learning Toy,1,172.78,4.32,66.72,66.72,Express,12.37,189.47,122.75,In-store,In-store,Italy,Porto,High,Debit Card,No
ORD202108464,CUST3440854,21-07-2025,05:00,12 to 17,Female,Teen,General,Fisher-Price Learning Toy,1,167.54,5.03,59.64,59.64,Standard,1.01,173.58,113.94,Xmas Market,In-store,United Kingdom,Frankfurt,Medium,PayPal,No
ORD202108465,CUST7763664,22-12-2023,10:08,12 to 17,Female,Teen,Wearable Tech,Fitbit Inspire,1,153,4.59,60.82,60.82,Pickup,0,157.59,96.77,In-store,In-store,Netherlands,Manchester,Medium,PayPal,No
ORD202108466,CUST5377853,18-10-2023,08:18,12 to 17,Male,Teen,Accessories,VR Headset,1,313.16,6.26,122.3,122.3,Standard,2.27,321.69,199.39,Online,Online,Sweden,Salzburg,Medium,Credit Card,No
ORD202108467,CUST2824167,07-09-2023,15:00,18 over,Female,Adult,Puzzles,Harry Potter Puzzle,4,158.59,15.86,44.08,176.32,Express,7.94,658.16,481.84,Online,Online,Portugal,Birmingham,High,PayPal,No
ORD202108468,CUST9900519,12-12-2022,08:43,1 to 11,Female,Teen,Toys,Hot Wheels Car Set,1,164.75,4.94,54.81,54.81,Standard,1.61,171.3,116.49,Online,Online,Italy,Rotterdam,Medium,PayPal,No
ORD202108469,CUST2417277,27-05-2024,01:23,12 to 17,Male,Teen,Accessories,Portable Charger,1,31.59,0.79,8.92,8.92,Standard,5.37,37.75,28.83,Xmas Market,In-store,Belgium,Utrecht,High,Other,No
ORD202108470,CUST1217983,26-05-2022,20:17,18 over,Female,Teen,Electronics,JBL Headphones,1,138.45,3.46,47.43,47.43,Standard,2.1,144.01,96.58,In-store,In-store,United Kingdom,Porto,Low,Cash,No
ORD202108471,CUST1516501,30-03-2025,13:11,18 over,Female,Adult,Electronics,JBL Headphones,1,162.95,4.89,57.28,57.28,Standard,6.11,173.95,116.67,Online,Online,Portugal,Warsaw,Medium,PayPal,Yes
ORD202108472,CUST7255899,18-09-2025,20:52,18 over,Male,Teen,Kitchen Appliances,Dolce Gusto Coffee Machine,1,151.29,4.54,45.65,45.65,Standard,5.07,160.9,115.25,In-store,In-store,Netherlands,Stockholm,Low,Cash,Yes
ORD202108473,CUST3485253,03-07-2022,03:12,1 to 11,Male,Children,Toys,Hot Wheels Car Set,1,157.54,3.94,45.67,45.67,Standard,6.61,168.09,122.42,In-store,In-store,France,Nice,High,Other,No
ORD202108474,CUST6597554,20-12-2021,01:18,12 to 17,Male,Adult,Home,Robot Vacuum,1,242.06,7.26,74.54,74.54,Standard,4.54,253.86,179.32,In-store,In-store,Germany,Vienna,Low,Debit Card,No
ORD202108475,CUST6072616,17-01-2024,14:01,18 over,Female,Adult,Technology,Smart Speaker,1,102.53,2.56,26.81,26.81,Standard,2.75,107.84,81.03,In-store,In-store,Austria,Porto,High,PayPal,No
ORD202108476,CUST0211504,11-05-2024,15:16,12 to 17,Female,Teen,Technology,4K Streaming Stick,1,48.18,1.45,18.38,18.38,Standard,1.54,51.17,32.79,Xmas Market,In-store,United Kingdom,Coimbra,Medium,Debit Card,No
ORD202108477,CUST1894586,03-05-2022,14:25,12 to 17,Female,Adult,Clothing,Levi's Jeans,1,149.84,3,56.24,56.24,Express,14.25,167.09,110.85,Xmas Market,In-store,Austria,London,High,Debit Card,No
ORD202108478,CUST9995878,11-06-2023,01:45,1 to 11,Male,Children,Toys,Barbie Doll,1,158.81,3.18,43.12,43.12,Standard,5.28,167.27,124.15,In-store,In-store,Austria,The Hague,Low,Cash,No
ORD202108479,CUST2687527,19-03-2023,04:28,12 to 17,Female,Adult,Home,Robot Vacuum,1,248.47,7.45,75.06,75.06,Express,10.19,266.11,191.05,Online,Online,Portugal,Hamburg,Medium,PayPal,No
ORD202108480,CUST7914188,02-05-2025,00:26,1 to 11,Female,Teen,Technology,4K Streaming Stick,2,54.8,3.29,19.41,38.82,Standard,2.78,115.67,76.85,Xmas Market,In-store,Portugal,Funchal,Medium,Credit Card,No
ORD202108481,CUST1688754,19-02-2021,20:01,1 to 11,Male,Teen,Accessories,Ray-Ban Sunglasses,1,151.63,3.03,41.66,41.66,Standard,1.45,156.11,114.45,In-store,In-store,Belgium,Brussels,Low,Debit Card,No
ORD202108482,CUST4484127,14-01-2022,09:53,1 to 11,Male,Children,Toys,Barbie Doll,1,152.99,3.82,47.08,47.08,Standard,5.56,162.37,115.29,Online,Online,United Kingdom,Ghent,High,Debit Card,No
ORD202108483,CUST0897879,17-02-2025,12:21,1 to 11,Female,Adult,Electronics,JBL Headphones,1,148.29,4.45,43.07,43.07,Standard,3.49,156.23,113.16,Online,Online,Sweden,Antwerp,Low,Cash,Yes
ORD202108484,CUST8640596,16-02-2025,20:43,18 over,Male,Teen,Board Games,Chess Set,1,147.98,2.96,54.11,54.11,Standard,1.33,152.27,98.16,In-store,In-store,Sweden,Nice,High,Cash,No
ORD202108485,CUST8466475,10-11-2022,04:22,1 to 11,Female,Adult,Board Games,Chess Set,1,144.83,2.9,39.46,39.46,Pickup,0,147.73,108.27,In-store,In-store,Portugal,Malmo,Low,Debit Card,No
ORD202108486,CUST6816961,31-01-2023,13:38,1 to 11,Female,Teen,Board Games,Chess Set,1,164.23,4.93,57.57,57.57,Standard,3.97,173.13,115.56,Xmas Market,In-store,Sweden,Gothenburg,Low,Other,No
ORD202108487,CUST2801648,25-12-2025,06:08,1 to 11,Female,Adult,Puzzles,Harry Potter Puzzle,1,146.21,4.39,40.87,40.87,Standard,6.18,156.78,115.91,Online,Online,Italy,Funchal,High,Cash,No
ORD202108488,CUST7465262,11-01-2025,01:47,18 over,Female,Children,Building Sets,LEGO Star Wars Set,1,163.7,3.27,54.02,54.02,Standard,5.29,172.26,118.24,In-store,In-store,Portugal,Salzburg,High,Cash,Yes
ORD202108489,CUST6894836,18-05-2021,10:31,1 to 11,Female,Teen,Technology,Kindle E-reader,1,147.92,3.7,54.36,54.36,Standard,5.84,157.46,103.1,In-store,In-store,Austria,Munich,High,PayPal,No
ORD202108490,CUST5450321,01-02-2023,09:51,18 over,Female,Children,Wearable Tech,Fitbit Inspire,1,128.39,3.21,35.23,35.23,Standard,3.24,134.84,99.61,In-store,In-store,Netherlands,Antwerp,Medium,Other,No
ORD202108491,CUST1388465,21-08-2024,07:39,1 to 11,Female,Children,Electronics,JBL Headphones,1,162.45,3.25,64.84,64.84,Standard,3.13,168.83,103.99,In-store,In-store,Germany,Gothenburg,Low,Other,Yes
ORD202108492,CUST6282839,02-08-2024,07:14,18 over,Male,Children,Accessories,Portable Charger,1,29.75,0.74,9.37,9.37,Standard,4.23,34.72,25.35,Online,Online,Belgium,Lisbon,Low,Other,No
ORD202108493,CUST2576391,04-04-2022,09:09,1 to 11,Female,Teen,Clothing,Levi's Jeans,1,153.84,3.85,49.2,49.2,Standard,3.49,161.18,111.98,Online,Online,Austria,Rome,High,Other,No
ORD202108494,CUST6723512,24-10-2023,11:06,12 to 17,Female,Adult,Toys,Barbie Doll,1,152.46,4.57,41.65,41.65,Standard,1.48,158.51,116.86,Xmas Market,In-store,Portugal,Salzburg,High,Debit Card,No
ORD202108495,CUST1603835,15-11-2023,10:02,1 to 11,Female,Adult,Wearable Tech,Fitbit Inspire,3,147.56,11.07,38.48,115.44,Standard,3.72,457.47,342.03,Xmas Market,In-store,Sweden,Paris,Low,PayPal,No
ORD202108496,CUST6682156,05-09-2023,22:43,18 over,Female,Children,Accessories,Ray-Ban Sunglasses,1,156.51,3.91,58.94,58.94,Standard,4.52,164.94,106,Online,Online,Belgium,Marseille,Low,Debit Card,No
ORD202108497,CUST6234807,03-06-2021,05:42,1 to 11,Female,Children,Wearable Tech,Fitbit Inspire,1,151.85,3.8,53.32,53.32,Standard,1.67,157.32,104,Online,Online,Austria,Naples,High,Debit Card,Yes
ORD202108498,CUST4779874,22-12-2021,07:16,18 over,Female,Children,Clothing,Levi's Jeans,1,140.49,2.81,41.33,41.33,Standard,4.51,147.81,106.48,In-store,In-store,Portugal,Brussels,High,Debit Card,Yes
ORD202108499,CUST4177701,08-02-2021,15:53,12 to 17,Male,Children,Home,Robot Vacuum,1,259.7,5.19,68.41,68.41,Standard,6.9,271.79,203.38,Online,Online,Sweden,Munich,Medium,PayPal,No
ORD202108500,CUST1992512,27-10-2022,20:47,12 to 17,Female,Teen,Building Sets,LEGO Star Wars Set,1,156.57,3.91,51.08,51.08,Standard,4.04,164.52,113.44,In-store,In-store,Germany,Malmo,Medium,Cash,No
ORD202108501,CUST0420344,08-07-2025,20:39,1 to 11,Female,Adult,Home,Robot Vacuum,1,259.22,7.78,81.71,81.71,Standard,1.58,268.58,186.87,Online,Online,Poland,London,High,Cash,No
ORD202108502,CUST6828384,06-04-2021,17:51,12 to 17,Female,Adult,Technology,Kindle E-reader,1,138.21,3.46,45.39,45.39,Pickup,0,141.67,96.28,Xmas Market,In-store,Italy,Rotterdam,Medium,Debit Card,Yes
ORD202108503,CUST4418715,05-11-2023,07:18,18 over,Male,Adult,Clothing,Levi's Jeans,1,162.15,4.05,63.51,63.51,Standard,2.3,168.5,104.99,Xmas Market,In-store,Germany,Ghent,Medium,Debit Card,No
ORD202108504,CUST3374192,05-04-2022,18:30,1 to 11,Male,Children,Clothing,Nike Running Shoes,1,166.37,4.16,62.72,62.72,Express,8.46,178.99,116.27,Xmas Market,In-store,France,Rome,High,Credit Card,No
ORD202108505,CUST7667007,22-12-2022,12:09,1 to 11,Male,Teen,Clothing,Levi's Jeans,1,141.32,3.53,37.19,37.19,Standard,1.78,146.63,109.44,In-store,In-store,Germany,Vienna,Medium,Cash,No
ORD202108506,CUST9790144,12-09-2025,22:59,1 to 11,Female,Children,Accessories,Portable Charger,1,28.22,0.85,9.98,9.98,Standard,6.76,35.83,25.85,Xmas Market,In-store,Netherlands,Innsbruck,Medium,Cash,No
ORD202108507,CUST2891816,20-08-2023,17:02,1 to 11,Male,Adult,Accessories,Ray-Ban Sunglasses,1,160.75,3.22,54.88,54.88,Standard,5.99,169.96,115.08,In-store,In-store,Sweden,Naples,High,Other,No
ORD202108508,CUST8408224,08-01-2024,05:25,12 to 17,Male,Teen,Technology,Smartwatch Series 8,1,198.05,4.95,49.66,49.66,Standard,4.95,207.95,158.29,In-store,In-store,Italy,Stockholm,High,Cash,No
ORD202108509,CUST1051292,14-09-2023,02:30,12 to 17,Male,Adult,Toys,Hot Wheels Car Set,1,160.64,3.21,40.61,40.61,Standard,4.5,168.35,127.74,Online,Online,Austria,Rome,Medium,PayPal,Yes
ORD202108510,CUST4639006,10-11-2024,12:54,1 to 11,Female,Teen,Wearable Tech,Fitbit Inspire,1,140.54,4.22,54.96,54.96,Pickup,0,144.76,89.8,Online,Online,Italy,Funchal,Medium,Credit Card,No
ORD202108511,CUST3792178,12-10-2025,15:39,12 to 17,Male,Adult,Clothing,The North Face Jacket,1,161.91,3.24,49.44,49.44,Standard,1.73,166.88,117.44,Xmas Market,In-store,Austria,Frankfurt,High,Other,No
ORD202108512,CUST5989543,23-04-2021,07:08,1 to 11,Female,Children,Electronics,JBL Headphones,1,147.81,2.96,43.78,43.78,Standard,5.71,156.48,112.7,Xmas Market,In-store,Belgium,Coimbra,Medium,Credit Card,No
ORD202108513,CUST2185183,13-09-2025,04:52,18 over,Female,Teen,Accessories,Portable Charger,2,27.76,1.67,10.08,20.16,Express,5.68,62.87,42.71,In-store,In-store,Netherlands,Berlin,Low,PayPal,Yes
ORD202108514,CUST3179449,09-04-2024,00:07,12 to 17,Female,Adult,Books,Gordon Ramsay Cookbook,1,162.06,4.86,49.01,49.01,Standard,2.88,169.8,120.79,Xmas Market,In-store,France,Porto,High,Cash,No
ORD202108515,CUST5649718,22-07-2021,21:00,12 to 17,Female,Teen,Video Games,PlayStation 5 Game,1,149.84,3,54.91,54.91,Standard,2.32,155.16,100.25,In-store,In-store,United Kingdom,Ghent,Medium,Other,Yes
ORD202108516,CUST7701498,17-03-2023,06:53,12 to 17,Female,Teen,Building Sets,LEGO Star Wars Set,1,156.97,4.71,54.1,54.1,Standard,2,163.68,109.58,In-store,In-store,Netherlands,Ghent,High,Debit Card,No
ORD202108517,CUST3930885,23-08-2024,14:13,1 to 11,Male,Adult,General,Fisher-Price Learning Toy,1,148.61,4.46,51.03,51.03,Standard,5.72,158.79,107.76,Online,Online,Belgium,Salzburg,High,PayPal,Yes
ORD202108518,CUST6397732,03-07-2025,05:13,1 to 11,Female,Adult,Home,Robot Vacuum,1,261.49,7.84,103.28,103.28,Express,13.8,283.13,179.85,Online,Online,Germany,Lyon,Low,Cash,No
ORD202108519,CUST7042515,18-03-2024,03:20,12 to 17,Male,Children,Technology,Smart Speaker,1,93.5,2.34,25.25,25.25,Express,7.23,103.07,77.82,In-store,In-store,Sweden,Krakow,High,PayPal,No
ORD202108520,CUST5069027,30-10-2024,22:55,12 to 17,Female,Adult,Board Games,Chess Set,1,142.66,4.28,52.18,52.18,Express,14.43,161.37,109.19,Online,Online,Netherlands,Berlin,Medium,PayPal,Yes
ORD202108521,CUST8628481,06-08-2025,05:50,18 over,Female,Children,Accessories,Ray-Ban Sunglasses,2,162.18,9.73,45.37,90.74,Express,14,348.09,257.35,Xmas Market,In-store,Austria,Nice,Medium,PayPal,No
ORD202108522,CUST5730761,22-05-2022,03:45,18 over,Female,Children,Clothing,The North Face Jacket,1,153.71,3.84,43.98,43.98,Standard,2.73,160.28,116.3,Xmas Market,In-store,United Kingdom,Coimbra,Medium,PayPal,No
ORD202108523,CUST2686667,11-12-2024,07:37,12 to 17,Female,Teen,Accessories,Samsung Galaxy Case,2,142.91,5.72,40.26,80.52,Standard,5.63,297.17,216.65,In-store,In-store,Belgium,Warsaw,High,PayPal,No
ORD202108524,CUST0960976,31-01-2021,13:56,18 over,Female,Children,Technology,Smart Speaker,1,100.9,2.02,39.79,39.79,Standard,5,107.92,68.13,Online,Online,United Kingdom,Gothenburg,High,Other,No
ORD202108525,CUST4431724,20-10-2024,20:13,1 to 11,Male,Children,Toys,Barbie Doll,1,149.98,3.75,55.55,55.55,Standard,5.69,159.42,103.87,In-store,In-store,Italy,Paris,High,Other,No
ORD202108526,CUST5559804,29-12-2022,06:36,18 over,Male,Teen,Puzzles,Harry Potter Puzzle,1,157.53,3.15,62.12,62.12,Standard,1.68,162.36,100.24,Online,Online,Austria,Manchester,Medium,Other,No
ORD202108527,CUST5470815,16-09-2021,09:37,18 over,Male,Teen,Wearable Tech,Fitbit Inspire,1,163.7,4.91,62.97,62.97,Standard,2.75,171.36,108.39,In-store,In-store,Sweden,Paris,High,Debit Card,No
ORD202108528,CUST1065714,20-07-2025,21:17,1 to 11,Male,Adult,Accessories,Ray-Ban Sunglasses,1,155.52,3.11,44.02,44.02,Standard,2.64,161.27,117.25,Online,Online,Sweden,Venice,Low,PayPal,No
ORD202108529,CUST4991068,29-11-2024,06:36,1 to 11,Female,Adult,Accessories,Portable Charger,1,31.1,0.78,9.57,9.57,Standard,5.67,37.55,27.98,Xmas Market,In-store,United Kingdom,Utrecht,High,Credit Card,No
ORD202108530,CUST9008972,29-07-2021,05:21,12 to 17,Male,Children,Accessories,VR Headset,1,310.46,6.21,96.17,96.17,Standard,2.86,319.53,223.36,In-store,In-store,France,Funchal,Low,Debit Card,No
ORD202108531,CUST8125445,05-08-2024,21:17,18 over,Male,Children,Toys,Barbie Doll,1,150.75,3.77,58.81,58.81,Standard,3.24,157.76,98.95,Xmas Market,In-store,Poland,Brussels,Low,Other,No
ORD202108532,CUST6893103,21-11-2024,21:46,1 to 11,Male,Adult,Clothing,The North Face Jacket,1,151.91,4.56,54.65,54.65,Standard,6.21,162.68,108.03,Xmas Market,In-store,Belgium,Warsaw,High,Debit Card,No
ORD202108533,CUST8566426,04-01-2023,18:26,1 to 11,Female,Teen,Wearable Tech,Fitbit Inspire,1,145.79,2.92,55.87,55.87,Standard,2.15,150.86,94.99,Online,Online,France,Utrecht,Low,Other,Yes
ORD202108534,CUST6753565,22-12-2024,11:04,12 to 17,Male,Adult,Toys,Hot Wheels Car Set,1,160.67,4.82,51.69,51.69,Standard,3.17,168.66,116.97,Online,Online,Belgium,Hamburg,High,Other,Yes
ORD202108535,CUST5972887,25-06-2021,21:17,12 to 17,Male,Adult,Accessories,Ray-Ban Sunglasses,1,147.82,2.96,57.61,57.61,Express,13.6,164.38,106.77,Online,Online,Netherlands,Brussels,Low,PayPal,No
ORD202108536,CUST5365792,18-04-2023,07:13,12 to 17,Male,Adult,Accessories,Ray-Ban Sunglasses,1,159.93,3.2,46.13,46.13,Standard,1.92,165.05,118.92,Xmas Market,In-store,Poland,Lyon,Medium,Credit Card,No
ORD202108537,CUST0641573,22-12-2025,02:19,18 over,Male,Teen,Home,Robot Vacuum,1,231.92,5.8,87.88,87.88,Standard,4.46,242.18,154.3,In-store,In-store,Netherlands,Stockholm,Low,PayPal,No
ORD202108538,CUST5693236,21-06-2022,17:14,12 to 17,Female,Teen,General,Fisher-Price Learning Toy,1,147.7,3.69,45.73,45.73,Standard,2.53,153.92,108.19,In-store,In-store,Germany,Marseille,High,PayPal,No
ORD202108539,CUST2754925,10-06-2023,03:09,12 to 17,Female,Adult,Technology,Smartwatch Series 8,1,196.99,5.91,53.31,53.31,Standard,5.24,208.14,154.83,Xmas Market,In-store,Austria,Lodz,Medium,Other,No
